run_id,timestamp,result_index,speed_ratio,control_api,pair_type,direction,target_value,target_unit,group_index,status,error,duration_s,imu_sample_count,start_x_m,start_y_m,start_z_m,start_yaw_deg,end_x_m,end_y_m,end_z_m,end_yaw_deg,delta_x_m,delta_y_m,delta_z_m,expected_distance_m,actual_distance_m,distance_error_m,abs_distance_error_m,lateral_error_m,vertical_error_m,yaw_drift_deg,expected_angle_deg,actual_angle_deg,angle_error_deg,abs_angle_error_deg,position_drift_m
20260806_143623_657877,2026-08-06T14:56:54.706,342,100,line_walk,前后移动,后退,2.0,m,71,success,,4.282693,41,5.708093,-1.531392,4.239916,16.369276,4.714597,-1.827327,4.29789,12.604578,-0.993496,-0.295935,0.057974,2.0,1.036628,-0.963372,0.963372,0.003945,0.057974,-3.764698,,,,,1.036635
20260806_143623_657877,2026-08-06T14:56:58.969,343,100,line_walk,前后移动,前进,2.0,m,72,success,,4.262387,31,4.714623,-1.827312,4.297884,12.602909,5.553627,-1.6912,4.277297,10.993047,0.839004,0.136112,-0.020587,2.0,0.848487,-1.151513,1.151513,-0.050232,-0.020587,-1.609862,,,,,0.849973
20260806_143623_657877,2026-08-06T14:57:03.159,344,100,line_walk,前后移动,后退,2.0,m,72,success,,4.18719,32,5.553564,-1.691266,4.277317,10.994246,4.523896,-1.905671,4.324003,8.135806,-1.029667,-0.214405,0.046687,2.0,1.051659,-0.948341,0.948341,0.014102,0.046687,-2.85844,,,,,1.051753
20260806_143623_657877,2026-08-06T14:57:07.458,345,100,line_walk,前后移动,前进,2.0,m,73,success,,4.296449,32,4.524054,-1.905783,4.324059,8.151294,5.392273,-1.798675,4.306604,6.177055,0.868219,0.107108,-0.017455,2.0,0.874634,-1.125366,1.125366,-0.017076,-0.017455,-1.974238,,,,,0.874801
20260806_143623_657877,2026-08-06T14:57:11.650,346,100,line_walk,前后移动,后退,2.0,m,73,success,,4.189703,28,5.392111,-1.798705,4.30661,6.177604,4.377326,-1.92162,4.368769,1.455273,-1.014785,-0.122914,0.062159,2.0,1.022119,-0.977881,0.977881,0.012999,0.062159,-4.722331,,,,,1.022202
20260806_143623_657877,2026-08-06T14:57:15.866,347,100,line_walk,前后移动,前进,2.0,m,74,success,,4.21335,32,4.377311,-1.921674,4.368776,1.45514,5.219305,-1.925247,4.337024,-0.405126,0.841994,-0.003572,-0.031752,2.0,0.841632,-1.158368,1.158368,-0.024953,-0.031752,-1.860266,,,,,0.842001
20260806_143623_657877,2026-08-06T14:57:20.051,348,100,line_walk,前后移动,后退,2.0,m,74,success,,4.184085,31,5.219289,-1.925293,4.337051,-0.403188,4.19526,-1.920582,4.394246,-5.329829,-1.024029,0.004711,0.057195,2.0,1.024037,-0.975963,0.975963,0.002495,0.057195,-4.926641,,,,,1.02404
20260806_143623_657877,2026-08-06T14:57:24.264,349,100,line_walk,前后移动,前进,2.0,m,75,success,,4.208025,32,4.195338,-1.920613,4.394315,-5.333409,5.061862,-2.024361,4.360847,-7.063542,0.866523,-0.103748,-0.033468,2.0,0.872415,-1.127585,1.127585,-0.022755,-0.033468,-1.730133,,,,,0.872712
20260806_143623_657877,2026-08-06T14:57:28.402,350,100,line_walk,前后移动,后退,2.0,m,75,success,,4.134386,35,5.061756,-2.024354,4.360857,-7.063527,4.011976,-1.904463,4.420539,-11.440029,-1.04978,0.11989,0.059682,2.0,1.056555,-0.943445,0.943445,0.010111,0.059682,-4.376502,,,,,1.056604
20260806_143623_657877,2026-08-06T14:57:32.545,351,100,line_walk,前后移动,前进,2.0,m,76,success,,4.140099,36,4.012022,-1.904467,4.420553,-11.440029,4.849624,-2.099336,4.388784,-13.857241,0.837602,-0.194869,-0.031768,2.0,0.859612,-1.140388,1.140388,-0.024866,-0.031768,-2.417212,,,,,0.859972
20260806_143623_657877,2026-08-06T14:57:36.743,352,100,line_walk,前后移动,后退,2.0,m,76,success,,4.195491,33,4.849531,-2.099369,4.388772,-13.853106,3.870325,-1.867885,4.450836,-17.504257,-0.979206,0.231484,0.062064,2.0,1.006149,-0.993851,0.993851,0.009704,0.062064,-3.651151,,,,,1.006196
20260806_143623_657877,2026-08-06T14:57:40.895,353,100,line_walk,前后移动,前进,2.0,m,77,success,,4.149865,32,3.870484,-1.867989,4.450948,-17.50321,4.664541,-2.132965,4.416953,-20.511989,0.794057,-0.264976,-0.033995,2.0,0.836987,-1.163013,1.163013,-0.013887,-0.033995,-3.008779,,,,,0.837102
20260806_143623_657877,2026-08-06T14:57:45.054,354,100,line_walk,前后移动,后退,2.0,m,77,success,,4.156666,34,4.664465,-2.132902,4.416967,-20.505495,3.699157,-1.789372,4.477173,-23.872758,-0.965308,0.343529,0.060206,2.0,1.024483,-0.975517,0.975517,0.016382,0.060206,-3.367263,,,,,1.024613
20260806_143623_657877,2026-08-06T14:57:49.337,355,100,line_walk,前后移动,前进,2.0,m,78,success,,4.280023,31,3.69925,-1.789609,4.477293,-23.871694,4.428382,-2.156127,4.447228,-30.030125,0.729132,-0.366518,-0.030064,2.0,0.815084,-1.184916,1.184916,-0.040091,-0.030064,-6.158432,,,,,0.816069
20260806_143623_657877,2026-08-06T14:57:53.442,356,100,line_walk,前后移动,后退,2.0,m,78,success,,4.102484,30,4.428289,-2.156081,4.447233,-30.035245,3.553083,-1.655162,4.507271,-33.506869,-0.875206,0.500919,0.060038,2.0,1.008407,-0.991593,0.991593,0.004415,0.060038,-3.471625,,,,,1.008417
20260806_143623_657877,2026-08-06T14:57:57.736,357,100,line_walk,前后移动,前进,2.0,m,79,success,,4.291369,29,3.553126,-1.655258,4.507295,-33.515981,4.213544,-2.133141,4.473222,-39.86082,0.660419,-0.477883,-0.034073,2.0,0.814484,-1.185516,1.185516,-0.033763,-0.034073,-6.344839,,,,,0.815184
20260806_143623_657877,2026-08-06T14:58:01.843,358,100,line_walk,前后移动,后退,2.0,m,79,success,,4.104489,30,4.213486,-2.133111,4.473247,-39.866663,3.432472,-1.459174,4.536639,-45.14001,-0.781014,0.673938,0.063392,2.0,1.031454,-0.968546,0.968546,-0.01664,0.063392,-5.273347,,,,,1.031588
20260806_143623_657877,2026-08-06T14:58:06.142,359,100,line_walk,前后移动,前进,2.0,m,80,success,,4.292439,38,3.432556,-1.45931,4.536705,-45.140802,4.025455,-2.070184,4.504508,-46.598972,0.592899,-0.610874,-0.032196,2.0,0.851224,-1.148776,1.148776,-0.010618,-0.032196,-1.45817,,,,,0.851291
20260806_143623_657877,2026-08-06T14:58:10.342,360,100,line_walk,前后移动,后退,2.0,m,80,success,,4.197218,29,4.025394,-2.070079,4.504508,-46.600707,3.317233,-1.323142,4.565444,-51.458358,-0.708162,0.746937,0.060935,2.0,1.029275,-0.970725,0.970725,0.001334,0.060935,-4.857651,,,,,1.029276
20260806_143623_657877,2026-08-06T14:58:14.544,361,100,line_walk,前后移动,前进,2.0,m,81,success,,4.19941,33,3.317298,-1.323163,4.565489,-51.463737,3.824303,-1.990358,4.53379,-53.76032,0.507005,-0.667195,-0.031699,2.0,0.837759,-1.162241,1.162241,-0.019083,-0.031699,-2.296583,,,,,0.837976
20260806_143623_657877,2026-08-06T14:58:18.923,362,100,line_walk,前后移动,后退,2.0,m,81,success,,4.376342,33,3.824234,-1.990186,4.533781,-53.757567,3.212182,-1.174926,4.592242,-57.950091,-0.612052,0.815261,0.058461,2.0,1.019373,-0.980627,0.980627,0.011649,0.058461,-4.192524,,,,,1.01944
20260806_143623_657877,2026-08-06T14:58:23.132,363,100,line_walk,前后移动,前进,2.0,m,82,success,,4.205293,31,3.212174,-1.175635,4.592448,-57.947673,3.607069,-1.878436,4.56425,-64.422249,0.394894,-0.702801,-0.028198,2.0,0.805236,-1.194764,1.194764,-0.038274,-0.028198,-6.474575,,,,,0.806145
20260806_143623_657877,2026-08-06T14:58:27.250,364,100,line_walk,前后移动,后退,2.0,m,82,success,,4.110264,31,3.606932,-1.878149,4.564295,-64.45015,3.166143,-0.955854,4.61801,-68.861762,-0.440789,0.922295,0.053714,2.0,1.022215,-0.977785,0.977785,-9.8e-05,0.053714,-4.411612,,,,,1.022215
20260806_143623_657877,2026-08-06T14:58:31.530,365,100,line_walk,前后移动,前进,2.0,m,83,success,,4.276405,29,3.166161,-0.95592,4.618042,-68.865813,3.436213,-1.761963,4.591018,-69.057181,0.270052,-0.806044,-0.027025,2.0,0.849196,-1.150804,1.150804,-0.038733,-0.027025,-0.191368,,,,,0.850079
20260806_143623_657877,2026-08-06T14:58:35.637,366,100,line_walk,前后移动,后退,2.0,m,83,success,,4.10392,30,3.436181,-1.761939,4.591029,-69.056764,3.072527,-0.812528,4.64446,-73.310531,-0.363653,0.949411,0.053431,2.0,1.016674,-0.983326,0.983326,0.000268,0.053431,-4.253767,,,,,1.016674
20260806_143623_657877,2026-08-06T14:58:39.721,367,100,line_walk,前后移动,前进,2.0,m,84,success,,4.080994,30,3.072558,-0.812466,4.644463,-73.311009,3.313842,-1.655451,4.61215,-75.433128,0.241283,-0.842984,-0.032313,2.0,0.876767,-1.123233,1.123233,-0.010965,-0.032313,-2.122119,,,,,0.876835
20260806_143623_657877,2026-08-06T14:58:43.923,368,100,line_walk,前后移动,后退,2.0,m,84,success,,4.199768,29,3.313803,-1.655422,4.612167,-75.429365,3.036903,-0.638858,4.665902,-78.476128,-0.2769,1.016564,0.053734,2.0,1.05353,-0.94647,0.94647,0.012254,0.053734,-3.046763,,,,,1.053602
20260806_143623_657877,2026-08-06T14:58:48.123,369,100,line_walk,前后移动,前进,2.0,m,85,success,,4.197429,32,3.036913,-0.63893,4.665905,-78.474892,3.209242,-1.508919,4.643429,-79.86043,0.172329,-0.869989,-0.022476,2.0,0.886879,-1.113121,1.113121,-0.004967,-0.022476,-1.385538,,,,,0.886892
20260806_143623_657877,2026-08-06T14:58:52.322,370,100,line_walk,前后移动,后退,2.0,m,85,success,,4.196831,30,3.209237,-1.508915,4.643448,-79.856243,3.011926,-0.474219,4.688221,-83.209237,-0.197311,1.034696,0.044773,2.0,1.053272,-0.946728,0.946728,0.011998,0.044773,-3.352995,,,,,1.053341
20260806_143623_657877,2026-08-06T14:58:56.515,371,100,line_walk,前后移动,前进,2.0,m,86,success,,4.189917,31,3.011833,-0.474164,4.688251,-83.198951,3.103444,-1.33919,4.677387,-87.385898,0.091611,-0.865026,-0.010863,2.0,0.869788,-1.130212,1.130212,-0.011472,-0.010863,-4.186947,,,,,0.869864
20260806_143623_657877,2026-08-06T14:59:00.617,372,100,line_walk,前后移动,后退,2.0,m,86,success,,4.100569,30,3.103466,-1.339067,4.677402,-87.387353,3.048293,-0.314289,4.738136,-91.409412,-0.055173,1.024778,0.060734,2.0,1.026228,-0.973772,0.973772,0.008403,0.060734,-4.022059,,,,,1.026262
20260806_143623_657877,2026-08-06T14:59:04.719,373,100,line_walk,前后移动,前进,2.0,m,87,success,,4.099398,28,3.048312,-0.314446,4.73818,-91.419869,3.010659,-1.158846,4.699894,-93.347847,-0.037653,-0.8444,-0.038286,2.0,0.845074,-1.154926,1.154926,-0.016718,-0.038286,-1.927978,,,,,0.845239
20260806_143623_657877,2026-08-06T14:59:08.821,374,100,line_walk,前后移动,后退,2.0,m,87,success,,4.097482,32,3.010645,-1.158838,4.699885,-93.347847,3.063543,-0.118583,4.753856,-97.59352,0.052899,1.040256,0.053971,2.0,1.04157,-0.95843,0.95843,0.00794,0.053971,-4.245673,,,,,1.0416
20260806_143623_657877,2026-08-06T14:59:13.012,375,100,line_walk,前后移动,前进,2.0,m,88,success,,4.188418,33,3.063502,-0.118658,4.753887,-97.590699,2.936047,-1.006333,4.728347,-99.699192,-0.127455,-0.887675,-0.02554,2.0,0.896733,-1.103267,1.103267,-0.00908,-0.02554,-2.108493,,,,,0.896779
20260806_143623_657877,2026-08-06T14:59:17.105,376,100,line_walk,前后移动,后退,2.0,m,88,success,,4.090633,35,2.936022,-1.006345,4.728348,-99.697252,3.113926,0.019367,4.784608,-104.102772,0.177903,1.025713,0.05626,2.0,1.041023,-0.958977,0.958977,-0.002588,0.05626,-4.40552,,,,,1.041027
20260806_143623_657877,2026-08-06T14:59:21.203,377,100,line_walk,前后移动,前进,2.0,m,89,success,,4.095125,35,3.113889,0.019323,4.784629,-104.100668,2.890403,-0.824649,4.758724,-106.297551,-0.223486,-0.843972,-0.025905,2.0,0.872989,-1.127011,1.127011,-0.011138,-0.025905,-2.196883,,,,,0.87306
20260806_143623_657877,2026-08-06T14:59:25.401,378,100,line_walk,前后移动,后退,2.0,m,89,success,,4.195934,31,2.890385,-0.824553,4.758739,-106.297073,3.166965,0.186128,4.805056,-109.177131,0.27658,1.010681,0.046317,2.0,1.047685,-0.952315,0.952315,0.018148,0.046317,-2.880059,,,,,1.047842
20260806_143623_657877,2026-08-06T14:59:29.813,379,100,line_walk,前后移动,前进,2.0,m,90,success,,4.41011,34,3.166222,0.185829,4.80594,-109.10232,2.862553,-0.648346,4.785063,-110.913953,-0.303669,-0.834175,-0.020877,2.0,0.887619,-1.112381,1.112381,-0.013958,-0.020877,-1.811633,,,,,0.887729
20260806_143623_657877,2026-08-06T14:59:33.909,380,100,line_walk,前后移动,后退,2.0,m,90,success,,4.089422,32,2.862585,-0.648158,4.785045,-110.907997,3.230655,0.329715,4.833518,-114.700186,0.36807,0.977874,0.048472,2.0,1.044838,-0.955162,0.955162,0.005138,0.048472,-3.792189,,,,,1.04485
20260806_143623_657877,2026-08-06T14:59:37.998,381,100,line_walk,前后移动,前进,2.0,m,91,success,,4.085196,35,3.230511,0.329724,4.833547,-114.700186,2.843256,-0.453079,4.819513,-119.71819,-0.387255,-0.782803,-0.014034,2.0,0.873004,-1.126996,1.126996,-0.024714,-0.014034,-5.018003,,,,,0.873354
20260806_143623_657877,2026-08-06T14:59:42.182,382,100,line_walk,前后移动,后退,2.0,m,91,success,,4.181678,33,2.843425,-0.452756,4.819523,-119.721127,3.333367,0.438861,4.881133,-123.68153,0.489943,0.891617,0.06161,2.0,1.017227,-0.982773,0.982773,0.016555,0.06161,-3.960403,,,,,1.017361
20260806_143623_657877,2026-08-06T14:59:46.442,383,100,line_walk,前后移动,前进,2.0,m,92,success,,4.257736,32,3.333212,0.438785,4.881179,-123.681871,2.821168,-0.240601,4.846772,-126.905584,-0.512044,-0.679385,-0.034408,2.0,0.849307,-1.150693,1.150693,-0.049313,-0.034408,-3.223713,,,,,0.850737
20260806_143623_657877,2026-08-06T14:59:50.692,384,100,line_walk,前后移动,后退,2.0,m,92,success,,4.246796,30,2.821403,-0.240245,4.846784,-126.888973,3.429465,0.576484,4.90505,-131.77932,0.608061,0.816729,0.058266,2.0,1.018219,-0.981781,0.981781,0.003928,0.058266,-4.890347,,,,,1.018227
20260806_143623_657877,2026-08-06T14:59:54.993,385,100,line_walk,前后移动,前进,2.0,m,93,success,,4.294345,31,3.429415,0.576406,4.905071,-131.77178,2.861546,-0.006273,4.869173,-138.770005,-0.567869,-0.582679,-0.035899,2.0,0.812859,-1.187141,1.187141,-0.035359,-0.035899,-6.998225,,,,,0.813627
20260806_143623_657877,2026-08-06T14:59:59.189,386,100,line_walk,前后移动,后退,2.0,m,93,success,,4.192726,31,2.861634,-0.006195,4.869187,-138.777669,3.636079,0.675569,4.917244,-143.016853,0.774445,0.681764,0.048057,2.0,1.031776,-0.968224,0.968224,0.002449,0.048057,-4.239184,,,,,1.031779
20260806_143623_657877,2026-08-06T15:00:03.395,387,100,line_walk,前后移动,前进,2.0,m,94,success,,4.203335,32,3.636047,0.675615,4.91726,-143.022467,2.925768,0.173647,4.884857,-144.502187,-0.710279,-0.501968,-0.032403,2.0,0.869356,-1.130644,1.130644,-0.026226,-0.032403,-1.47972,,,,,0.869752
20260806_143623_657877,2026-08-06T15:00:07.501,388,100,line_walk,前后移动,后退,2.0,m,94,success,,4.104059,34,2.925823,0.173649,4.884848,-144.498458,3.788533,0.772456,4.947419,-149.133656,0.86271,0.598806,0.062571,2.0,1.050074,-0.949926,0.949926,-0.013509,0.062571,-4.635199,,,,,1.050161
20260806_143623_657877,2026-08-06T15:00:11.679,389,100,line_walk,前后移动,前进,2.0,m,95,success,,4.175028,34,3.788441,0.772403,4.947489,-149.136552,3.026369,0.366576,4.920831,-149.371224,-0.762072,-0.405827,-0.026658,2.0,0.862344,-1.137656,1.137656,-0.042579,-0.026658,-0.234672,,,,,0.863394
20260806_143623_657877,2026-08-06T15:00:15.882,390,100,line_walk,前后移动,后退,2.0,m,95,success,,4.195978,30,3.026398,0.366585,4.920853,-149.349859,3.922362,0.903602,4.9924,-153.742217,0.895964,0.537017,0.071547,2.0,1.044563,-0.955437,0.955437,0.005236,0.071547,-4.392358,,,,,1.044576
20260806_143623_657877,2026-08-06T15:00:19.992,391,100,line_walk,前后移动,前进,2.0,m,96,success,,4.106713,35,3.92227,0.903577,4.992456,-153.747927,3.187892,0.578,4.958759,-159.947949,-0.734377,-0.325578,-0.033697,2.0,0.802641,-1.197359,1.197359,-0.032834,-0.033697,-6.200022,,,,,0.803312
20260806_143623_657877,2026-08-06T15:00:24.179,392,100,line_walk,前后移动,后退,2.0,m,96,success,,4.184587,32,3.188134,0.578117,4.958819,-159.957962,4.169408,0.935044,5.01454,-164.375073,0.981273,0.356927,0.055721,2.0,1.044171,-0.955829,0.955829,-0.00098,0.055721,-4.417111,,,,,1.044172
20260806_143623_657877,2026-08-06T15:00:28.372,393,100,line_walk,前后移动,前进,2.0,m,97,success,,4.190318,31,4.169279,0.935031,5.014683,-164.376767,3.336565,0.735721,4.990571,-163.696863,-0.832714,-0.19931,-0.024112,2.0,0.855624,-1.144376,1.144376,-0.032312,-0.024112,0.679904,,,,,0.856234
20260806_143623_657877,2026-08-06T15:00:32.571,394,100,line_walk,前后移动,后退,2.0,m,97,success,,4.195676,32,3.336591,0.735658,4.990566,-163.690265,4.333959,1.029503,5.053202,-168.216563,0.997367,0.293845,0.062636,2.0,1.039751,-0.960249,0.960249,0.001929,0.062636,-4.526298,,,,,1.039753
20260806_143623_657877,2026-08-06T15:00:36.856,395,100,line_walk,前后移动,前进,2.0,m,98,success,,4.281954,31,4.333938,1.029485,5.053217,-168.215907,3.50509,0.848451,5.022858,-170.261193,-0.828848,-0.181034,-0.03036,2.0,0.848351,-1.151649,1.151649,0.007948,-0.03036,-2.045286,,,,,0.848388
20260806_143623_657877,2026-08-06T15:00:41.176,396,100,line_walk,前后移动,后退,2.0,m,98,success,,4.317762,33,3.505894,0.848619,5.022816,-170.276876,4.519981,1.038206,5.080366,-174.352395,1.014087,0.189588,0.05755,2.0,1.031539,-0.968461,0.968461,0.015598,0.05755,-4.075519,,,,,1.031657
20260806_143623_657877,2026-08-06T15:00:45.315,397,100,line_walk,前后移动,前进,2.0,m,99,success,,4.136905,31,4.519927,1.038181,5.080387,-174.347682,3.678207,0.958507,5.045542,-174.641858,-0.841719,-0.079674,-0.034845,2.0,0.845474,-1.154526,1.154526,-0.003616,-0.034845,-0.294176,,,,,0.845482
20260806_143623_657877,2026-08-06T15:00:49.574,398,100,line_walk,前后移动,后退,2.0,m,99,success,,4.252104,35,3.678385,0.958488,5.045551,-174.63429,4.720125,1.056891,5.104694,-179.594374,1.041739,0.098402,0.059143,2.0,1.046376,-0.953624,0.953624,0.000556,0.059143,-4.960083,,,,,1.046376
20260806_143623_657877,2026-08-06T15:00:53.875,399,100,line_walk,前后移动,前进,2.0,m,100,success,,4.298107,33,4.720112,1.056832,5.104716,-179.592557,3.859482,1.058451,5.078394,176.850782,-0.86063,0.001619,-0.026322,2.0,0.860597,-1.139403,1.139403,-0.007739,-0.026322,-3.556661,,,,,0.860632
20260806_143623_657877,2026-08-06T15:00:58.086,400,100,line_walk,前后移动,后退,2.0,m,100,success,,4.20863,35,3.859539,1.05846,5.078391,176.848037,4.886092,1.024627,5.134315,172.932644,1.026553,-0.033834,0.055924,2.0,1.026861,-0.973139,0.973139,0.022662,0.055924,-3.915392,,,,,1.027111
20260806_143623_657877,2026-08-06T15:01:03.304,401,100,line_walk,前后移动,前进,3.0,m,1,success,,5.214109,35,4.886061,1.024642,5.134328,172.93345,3.81548,1.193631,5.091432,167.814866,-1.070582,0.168989,-0.042897,3.0,1.083239,-1.916761,1.916761,-0.036,-0.042897,-5.118585,,,,,1.083837
20260806_143623_657877,2026-08-06T15:01:08.504,402,100,line_walk,前后移动,后退,3.0,m,1,success,,5.197418,41,3.815655,1.193572,5.09141,167.810481,5.181054,0.925243,5.151136,163.77097,1.365399,-0.268329,0.059726,3.0,1.391272,-1.608728,1.608728,0.026019,0.059726,-4.03951,,,,,1.391515
20260806_143623_657877,2026-08-06T15:01:13.640,403,100,line_walk,前后移动,前进,3.0,m,2,success,,5.133741,38,5.18122,0.927059,5.151373,163.908394,4.085624,1.269454,5.130085,158.855706,-1.095596,0.342396,-0.021288,3.0,1.147574,-1.852426,1.852426,-0.02531,-0.021288,-5.052687,,,,,1.147853
20260806_143623_657877,2026-08-06T15:01:18.852,404,100,line_walk,前后移动,后退,3.0,m,2,success,,5.209358,38,4.085665,1.269458,5.130117,158.8493,5.368392,0.754963,5.193506,153.607225,1.282726,-0.514495,0.063388,3.0,1.381956,-1.618044,1.618044,-0.017,0.063388,-5.242075,,,,,1.382061
20260806_143623_657877,2026-08-06T15:01:24.186,405,100,line_walk,前后移动,前进,3.0,m,3,success,,5.331397,40,5.368341,0.754974,5.193506,153.606884,4.398519,1.296415,5.168959,153.686469,-0.969822,0.541442,-0.024547,3.0,1.109419,-1.890581,1.890581,-0.053892,-0.024547,0.079585,,,,,1.110727
20260806_143623_657877,2026-08-06T15:01:29.417,406,100,line_walk,前后移动,后退,3.0,m,3,success,,5.228395,37,4.398523,1.296418,5.168963,153.686469,5.619215,0.641114,5.249063,146.067926,1.220691,-0.655304,0.0801,3.0,1.38469,-1.61531,1.61531,-0.046291,0.0801,-7.618543,,,,,1.385464
20260806_143623_657877,2026-08-06T15:01:34.631,407,100,line_walk,前后移动,前进,3.0,m,4,success,,5.211769,38,5.619193,0.641123,5.249074,146.064114,4.702507,1.310587,5.210012,141.584412,-0.916685,0.669465,-0.039062,3.0,1.134278,-1.865722,1.865722,-0.043677,-0.039062,-4.479703,,,,,1.135119
20260806_143623_657877,2026-08-06T15:01:39.854,408,100,line_walk,前后移动,后退,3.0,m,4,success,,5.220702,38,4.702625,1.310539,5.210004,141.586912,5.772161,0.473524,5.280716,136.999415,1.069536,-0.837015,0.070713,3.0,1.358096,-1.641904,1.641904,0.008687,0.070713,-4.587497,,,,,1.358124
20260806_143623_657877,2026-08-06T15:01:45.174,409,100,line_walk,前后移动,前进,3.0,m,5,success,,5.317014,40,5.772045,0.473658,5.280763,136.991465,4.991284,1.257825,5.237053,132.824394,-0.780761,0.784167,-0.04371,3.0,1.105819,-1.894181,1.894181,-0.040861,-0.04371,-4.167071,,,,,1.106574
20260806_143623_657877,2026-08-06T15:01:50.524,410,100,line_walk,前后移动,后退,3.0,m,5,success,,5.348051,39,4.991345,1.257739,5.237056,132.825992,5.926749,0.245162,5.298129,129.549646,0.935404,-1.012577,0.061072,3.0,1.378509,-1.621491,1.621491,-0.002279,0.061072,-3.276346,,,,,1.378511
20260806_143623_657877,2026-08-06T15:01:55.625,411,100,line_walk,前后移动,前进,3.0,m,6,success,,5.09899,36,5.926758,0.245212,5.298219,129.554878,5.218175,1.151009,5.267396,125.246477,-0.708583,0.905797,-0.030823,3.0,1.149621,-1.850379,1.850379,-0.030499,-0.030823,-4.308401,,,,,1.150026
20260806_143623_657877,2026-08-06T15:02:00.864,412,100,line_walk,前后移动,后退,3.0,m,6,success,,5.236819,38,5.218265,1.150829,5.267386,125.246736,5.989378,0.036626,5.348658,119.162171,0.771113,-1.114203,0.081271,3.0,1.354949,-1.645051,1.645051,-0.013257,0.081271,-6.084565,,,,,1.355014
20260806_143623_657877,2026-08-06T15:02:06.278,413,100,line_walk,前后移动,前进,3.0,m,7,success,,5.407969,35,5.989352,0.036944,5.348783,119.169329,5.474494,1.051789,5.290155,116.075978,-0.514857,1.014845,-0.058629,3.0,1.137083,-1.862917,1.862917,-0.045063,-0.058629,-3.093352,,,,,1.137976
20260806_143623_657877,2026-08-06T15:02:11.408,414,100,line_walk,前后移动,后退,3.0,m,7,success,,5.127539,42,5.474498,1.051736,5.290155,116.077467,6.069985,-0.216368,5.386765,109.890285,0.595487,-1.268104,0.09661,3.0,1.400779,-1.599221,1.599221,-0.022574,0.09661,-6.187182,,,,,1.400961
20260806_143623_657877,2026-08-06T15:02:16.515,415,100,line_walk,前后移动,前进,3.0,m,8,success,,5.105639,42,6.06989,-0.216054,5.386928,109.889882,5.742361,0.890606,5.337242,104.19261,-0.327529,1.10666,-0.049685,3.0,1.152076,-1.847924,1.847924,-0.068509,-0.049685,-5.697273,,,,,1.154111
20260806_143623_657877,2026-08-06T15:02:21.738,416,100,line_walk,前后移动,后退,3.0,m,8,success,,5.219941,39,5.742382,0.890579,5.337257,104.188512,6.073133,-0.436078,5.414032,99.995315,0.330751,-1.326657,0.076776,3.0,1.367258,-1.632742,1.632742,-0.00452,0.076776,-4.193197,,,,,1.367266
20260806_143623_657877,2026-08-06T15:02:26.866,417,100,line_walk,前后移动,前进,3.0,m,9,success,,5.125749,40,6.073099,-0.436072,5.414052,99.98548,5.927247,0.688547,5.369423,94.826112,-0.145853,1.124619,-0.044629,3.0,1.132874,-1.867126,1.867126,-0.051364,-0.044629,-5.159368,,,,,1.134038
20260806_143623_657877,2026-08-06T15:02:32.093,418,100,line_walk,前后移动,后退,3.0,m,9,success,,5.223911,40,5.927234,0.688377,5.369421,94.822785,6.034483,-0.69244,5.451194,89.785056,0.107249,-1.380816,0.081772,3.0,1.384944,-1.615056,1.615056,-0.009221,0.081772,-5.037729,,,,,1.384975
20260806_143623_657877,2026-08-06T15:02:37.316,419,100,line_walk,前后移动,前进,3.0,m,10,success,,5.220942,36,6.034503,-0.692428,5.451259,89.772796,6.083413,0.448971,5.404696,88.701174,0.048909,1.141399,-0.046562,3.0,1.141584,-1.858416,1.858416,-0.044383,-0.046562,-1.071623,,,,,1.142447
20260806_143623_657877,2026-08-06T15:02:42.396,420,100,line_walk,前后移动,后退,3.0,m,10,success,,5.076831,40,6.083413,0.448848,5.404737,88.711255,6.034191,-0.955995,5.488954,83.693955,-0.049222,-1.404843,0.084218,3.0,1.405595,-1.594405,1.594405,-0.017613,0.084218,-5.0173,,,,,1.405705
20260806_143623_657877,2026-08-06T15:02:47.648,421,100,line_walk,前后移动,前进,3.0,m,11,success,,5.249094,42,6.034185,-0.955996,5.488955,83.695321,6.206069,0.15705,5.448707,83.891648,0.171884,1.113047,-0.040249,3.0,1.12519,-1.87481,1.87481,-0.048615,-0.040249,0.196327,,,,,1.12624
20260806_143623_657877,2026-08-06T15:02:52.768,422,100,line_walk,前后移动,后退,3.0,m,11,success,,5.118047,38,6.206085,0.157061,5.448715,83.899776,6.033699,-1.237068,5.531943,78.312415,-0.172386,-1.394129,0.083228,3.0,1.404554,-1.595446,1.595446,-0.023259,0.083228,-5.587361,,,,,1.404747
20260806_143623_657877,2026-08-06T15:02:58.006,423,100,line_walk,前后移动,前进,3.0,m,12,success,,5.236206,38,6.033696,-1.237064,5.531931,78.310141,6.299259,-0.137434,5.488466,76.086538,0.265563,1.09963,-0.043466,3.0,1.130629,-1.869371,1.869371,-0.037254,-0.043466,-2.223602,,,,,1.131243
20260806_143623_657877,2026-08-06T15:03:03.110,424,100,line_walk,前后移动,后退,3.0,m,12,success,,5.101265,37,6.299271,-0.137443,5.488464,76.09397,5.96268,-1.463486,5.574625,70.685717,-0.336591,-1.326043,0.086162,3.0,1.368071,-1.631929,1.631929,-0.008038,0.086162,-5.408253,,,,,1.368095
