run_id,timestamp,result_index,speed_ratio,control_api,pair_type,direction,target_value,target_unit,group_index,status,error,duration_s,imu_sample_count,start_x_m,start_y_m,start_z_m,start_yaw_deg,end_x_m,end_y_m,end_z_m,end_yaw_deg,delta_x_m,delta_y_m,delta_z_m,expected_distance_m,actual_distance_m,distance_error_m,abs_distance_error_m,lateral_error_m,vertical_error_m,yaw_drift_deg,expected_angle_deg,actual_angle_deg,angle_error_deg,abs_angle_error_deg,position_drift_m
20260806_143623_657877,2026-08-06T14:44:42.168,157,100,line_walk,前后移动,前进,1.0,m,79,success,,3.173005,25,2.9337,0.071898,1.798953,-89.944453,2.926503,-0.532555,1.778951,-91.691465,-0.007197,-0.604453,-0.020001,1.0,0.604446,-0.395554,0.395554,-0.007783,-0.020001,-1.747012,,,,,0.604496
20260806_143623_657877,2026-08-06T14:44:45.352,158,100,line_walk,前后移动,后退,1.0,m,79,success,,3.18089,25,2.926573,-0.532575,1.778962,-91.691622,2.932982,0.176743,1.813101,-94.73359,0.006409,0.709318,0.034139,1.0,0.709198,-0.290802,0.290802,0.014533,0.034139,-3.041968,,,,,0.709347
20260806_143623_657877,2026-08-06T14:44:48.515,159,100,line_walk,前后移动,前进,1.0,m,80,success,,3.160892,26,2.932997,0.176799,1.813085,-94.735045,2.88135,-0.429087,1.801677,-95.731556,-0.051647,-0.605886,-0.011408,1.0,0.608081,-0.391919,0.391919,-0.001456,-0.011408,-0.996511,,,,,0.608083
20260806_143623_657877,2026-08-06T14:44:51.800,160,100,line_walk,前后移动,后退,1.0,m,80,success,,3.27887,24,2.881336,-0.42911,1.801698,-95.727205,2.939794,0.251626,1.84394,-98.914499,0.058458,0.680736,0.042241,1.0,0.683172,-0.316828,0.316828,0.009766,0.042241,-3.187294,,,,,0.683242
20260806_143623_657877,2026-08-06T14:44:54.970,161,100,line_walk,前后移动,前进,1.0,m,81,success,,3.166903,23,2.939776,0.251481,1.844028,-98.912505,2.835713,-0.332478,1.817866,-99.75033,-0.104063,-0.58396,-0.026162,1.0,0.593031,-0.406969,0.406969,-0.012336,-0.026162,-0.837825,,,,,0.593159
20260806_143623_657877,2026-08-06T14:44:58.245,162,100,line_walk,前后移动,后退,1.0,m,81,success,,3.272173,26,2.835668,-0.332446,1.817872,-99.741423,2.941906,0.345347,1.863738,-102.455515,0.106238,0.677793,0.045865,1.0,0.685996,-0.314004,0.314004,0.009978,0.045865,-2.714092,,,,,0.686068
20260806_143623_657877,2026-08-06T14:45:01.441,163,100,line_walk,前后移动,前进,1.0,m,82,success,,3.193914,24,2.94186,0.345176,1.863803,-102.456273,2.797976,-0.20394,1.844108,-108.037214,-0.143884,-0.549116,-0.019694,1.0,0.567225,-0.432775,0.432775,-0.022055,-0.019694,-5.580941,,,,,0.567654
20260806_143623_657877,2026-08-06T14:45:04.700,164,100,line_walk,前后移动,后退,1.0,m,82,success,,3.256377,25,2.797992,-0.203839,1.84411,-108.052124,2.999338,0.442677,1.876992,-110.870834,0.201345,0.646516,0.032882,1.0,0.677085,-0.322915,0.322915,0.00891,0.032882,-2.81871,,,,,0.677143
20260806_143623_657877,2026-08-06T14:45:07.777,165,100,line_walk,前后移动,前进,1.0,m,83,success,,3.072193,28,2.999292,0.442582,1.877034,-110.875076,2.777958,-0.0637,1.867981,-110.281068,-0.221334,-0.506282,-0.009053,1.0,0.551918,-0.448082,0.448082,-0.026401,-0.009053,0.594008,,,,,0.552549
20260806_143623_657877,2026-08-06T14:45:10.944,166,100,line_walk,前后移动,后退,1.0,m,83,success,,3.164184,25,2.778029,-0.063559,1.867994,-110.272038,3.007716,0.601728,1.89024,-112.777727,0.229686,0.665288,0.022246,1.0,0.70366,-0.29634,0.29634,0.015048,0.022246,-2.505689,,,,,0.703821
20260806_143623_657877,2026-08-06T14:45:14.145,167,100,line_walk,前后移动,前进,1.0,m,84,success,,3.197638,21,3.007768,0.601707,1.890288,-112.76294,2.770954,0.04002,1.888153,-113.523652,-0.236814,-0.561686,-0.002135,1.0,0.609567,-0.390433,0.390433,-0.001042,-0.002135,-0.760712,,,,,0.609568
20260806_143623_657877,2026-08-06T14:45:17.267,168,100,line_walk,前后移动,后退,1.0,m,84,success,,3.115411,29,2.770983,0.040186,1.88818,-113.523659,3.036659,0.671328,1.930782,-116.946048,0.265676,0.631142,0.042602,1.0,0.68473,-0.31527,0.31527,0.008309,0.042602,-3.422389,,,,,0.68478
20260806_143623_657877,2026-08-06T14:45:20.435,169,100,line_walk,前后移动,前进,1.0,m,85,success,,3.165064,28,3.036629,0.67118,1.930925,-116.945324,2.763955,0.174408,1.909148,-119.45449,-0.272675,-0.496772,-0.021776,1.0,0.566402,-0.433598,0.433598,-0.017966,-0.021776,-2.509166,,,,,0.566687
20260806_143623_657877,2026-08-06T14:45:23.637,170,100,line_walk,前后移动,后退,1.0,m,85,success,,3.19464,26,2.764018,0.174457,1.909168,-119.453971,3.096549,0.775046,1.950943,-122.467355,0.33253,0.600589,0.041776,1.0,0.686476,-0.313524,0.313524,0.005773,0.041776,-3.013384,,,,,0.686501
20260806_143623_657877,2026-08-06T14:45:26.818,171,100,line_walk,前后移动,前进,1.0,m,86,success,,3.177837,25,3.096579,0.775025,1.950979,-122.472791,2.780221,0.305793,1.930541,-124.157772,-0.316358,-0.469233,-0.020438,1.0,0.565719,-0.434281,0.434281,-0.014964,-0.020438,-1.68498,,,,,0.565917
20260806_143623_657877,2026-08-06T14:45:30.091,172,100,line_walk,前后移动,后退,1.0,m,86,success,,3.268621,24,2.780236,0.305813,1.930526,-124.15437,3.164999,0.892843,1.972121,-128.193485,0.384764,0.587029,0.041595,1.0,0.701799,-0.298201,0.298201,0.01117,0.041595,-4.039114,,,,,0.701888
20260806_143623_657877,2026-08-06T14:45:33.275,173,100,line_walk,前后移动,前进,1.0,m,87,success,,3.181584,24,3.164894,0.892782,1.972172,-128.198771,2.78749,0.453693,1.948284,-130.154473,-0.377404,-0.439089,-0.023888,1.0,0.57845,-0.42155,0.42155,-0.025062,-0.023888,-1.955702,,,,,0.578993
20260806_143623_657877,2026-08-06T14:45:36.455,174,100,line_walk,前后移动,后退,1.0,m,87,success,,3.176674,25,2.787535,0.453737,1.948285,-130.153189,3.228485,1.011855,1.988344,-131.873563,0.440949,0.558118,0.040059,1.0,0.710922,-0.289078,0.289078,0.022866,0.040059,-1.720374,,,,,0.711289
20260806_143623_657877,2026-08-06T14:45:39.721,175,100,line_walk,前后移动,前进,1.0,m,88,success,,3.264325,23,3.228449,1.011802,1.988379,-131.875722,2.820258,0.558781,1.966887,-132.669977,-0.408191,-0.453021,-0.021492,1.0,0.609791,-0.390209,0.390209,-0.001537,-0.021492,-0.794255,,,,,0.609793
20260806_143623_657877,2026-08-06T14:45:42.999,176,100,line_walk,前后移动,后退,1.0,m,88,success,,3.274419,24,2.820254,0.558827,1.966882,-132.652779,3.285572,1.091192,2.010092,-135.341551,0.465318,0.532365,0.043209,1.0,0.706818,-0.293182,0.293182,0.018477,0.043209,-2.688772,,,,,0.70706
20260806_143623_657877,2026-08-06T14:45:46.187,177,100,line_walk,前后移动,前进,1.0,m,89,success,,3.184413,22,3.285539,1.091163,2.010147,-135.341551,2.852931,0.673656,1.991391,-136.366175,-0.432608,-0.417507,-0.018755,1.0,0.601175,-0.398825,0.398825,-0.007094,-0.018755,-1.024624,,,,,0.601217
20260806_143623_657877,2026-08-06T14:45:49.341,178,100,line_walk,前后移动,后退,1.0,m,89,success,,3.151773,25,2.852904,0.673673,1.991411,-136.364317,3.352686,1.167669,2.038866,-139.02932,0.499782,0.493996,0.047455,1.0,0.702606,-0.297394,0.297394,0.012641,0.047455,-2.665003,,,,,0.702719
20260806_143623_657877,2026-08-06T14:45:52.620,179,100,line_walk,前后移动,前进,1.0,m,90,success,,3.275481,26,3.352595,1.167598,2.038921,-139.031369,2.888531,0.781395,2.01533,-140.316305,-0.464064,-0.386203,-0.023591,1.0,0.603612,-0.396388,0.396388,-0.012652,-0.023591,-1.284936,,,,,0.603745
20260806_143623_657877,2026-08-06T14:45:55.797,180,100,line_walk,前后移动,后退,1.0,m,90,success,,3.174454,23,2.88856,0.78141,2.015332,-140.315923,3.424311,1.258951,2.047325,-142.165183,0.535751,0.477542,0.031994,1.0,0.717238,-0.282762,0.282762,0.025399,0.031994,-1.84926,,,,,0.717688
20260806_143623_657877,2026-08-06T14:45:58.978,181,100,line_walk,前后移动,前进,1.0,m,91,success,,3.179261,22,3.424273,1.259009,2.047342,-142.149214,2.947374,0.891228,2.040725,-143.413851,-0.476899,-0.367781,-0.006618,1.0,0.602238,-0.397762,0.397762,-0.002225,-0.006618,-1.264637,,,,,0.602242
20260806_143623_657877,2026-08-06T14:46:02.152,182,100,line_walk,前后移动,后退,1.0,m,91,success,,3.172225,24,2.947381,0.891268,2.040715,-143.413974,3.494021,1.31386,2.083563,-146.633575,0.54664,0.422591,0.042848,1.0,0.690808,-0.309192,0.309192,0.013512,0.042848,-3.219601,,,,,0.69094
20260806_143623_657877,2026-08-06T14:46:05.425,183,100,line_walk,前后移动,前进,1.0,m,92,success,,3.269875,25,3.494008,1.313777,2.083572,-146.63061,3.0219,1.024097,2.064891,-149.242434,-0.472109,-0.28968,-0.018681,1.0,0.553612,-0.446388,0.446388,-0.017752,-0.018681,-2.611823,,,,,0.553896
20260806_143623_657877,2026-08-06T14:46:08.700,184,100,line_walk,前后移动,后退,1.0,m,92,success,,3.271272,23,3.021953,1.024153,2.064877,-149.23865,3.605526,1.39344,2.105055,-152.244848,0.583574,0.369287,0.040178,1.0,0.690344,-0.309656,0.309656,0.018854,0.040178,-3.006198,,,,,0.690602
20260806_143623_657877,2026-08-06T14:46:11.887,185,100,line_walk,前后移动,前进,1.0,m,93,success,,3.185071,25,3.605467,1.39335,2.105079,-152.253495,3.135765,1.16016,2.085669,-155.332613,-0.469702,-0.23319,-0.01941,1.0,0.524257,-0.475743,0.475743,-0.012298,-0.01941,-3.079118,,,,,0.524402
20260806_143623_657877,2026-08-06T14:46:14.978,186,100,line_walk,前后移动,后退,1.0,m,93,success,,3.085659,28,3.135896,1.16021,2.085655,-155.332845,3.745181,1.457698,2.119691,-157.683537,0.609285,0.297488,0.034036,1.0,0.677841,-0.322159,0.322159,0.016059,0.034036,-2.350692,,,,,0.678032
20260806_143623_657877,2026-08-06T14:46:18.131,187,100,line_walk,前后移动,前进,1.0,m,94,success,,3.14976,28,3.744989,1.457625,2.119799,-157.690449,3.190035,1.261943,2.105541,-161.224539,-0.554954,-0.195682,-0.014258,1.0,0.587697,-0.412303,0.412303,-0.029632,-0.014258,-3.53409,,,,,0.588443
20260806_143623_657877,2026-08-06T14:46:21.312,188,100,line_walk,前后移动,后退,1.0,m,94,success,,3.178616,21,3.190053,1.261962,2.105548,-161.228118,3.834618,1.494501,2.150505,-164.757632,0.644565,0.232539,0.044956,1.0,0.68511,-0.31489,0.31489,0.012747,0.044956,-3.529514,,,,,0.685229
20260806_143623_657877,2026-08-06T14:46:24.629,189,100,line_walk,前后移动,前进,1.0,m,95,success,,3.313945,23,3.834501,1.49453,2.150553,-164.757564,3.276694,1.351475,2.119977,-164.485722,-0.557807,-0.143054,-0.030576,1.0,0.575794,-0.424206,0.424206,-0.008628,-0.030576,0.271842,,,,,0.575859
20260806_143623_657877,2026-08-06T14:46:27.854,190,100,line_walk,前后移动,后退,1.0,m,95,success,,3.222555,26,3.276664,1.351455,2.119975,-164.480053,3.964041,1.540003,2.160446,-167.490131,0.687378,0.188548,0.040471,1.0,0.712765,-0.287235,0.287235,-0.002251,0.040471,-3.010078,,,,,0.712768
20260806_143623_657877,2026-08-06T14:46:31.038,191,100,line_walk,前后移动,前进,1.0,m,96,success,,3.180806,25,3.964,1.540015,2.160468,-167.514091,3.38854,1.434217,2.147221,-171.447584,-0.575461,-0.105798,-0.013247,1.0,0.584724,-0.415276,0.415276,-0.021119,-0.013247,-3.933492,,,,,0.585105
20260806_143623_657877,2026-08-06T14:46:34.304,192,100,line_walk,前后移动,后退,1.0,m,96,success,,3.263697,23,3.388569,1.434231,2.147221,-171.4516,4.044731,1.55867,2.189462,-174.006336,0.656162,0.124439,0.042242,1.0,0.667369,-0.332631,0.332631,0.025521,0.042242,-2.554737,,,,,0.667857
20260806_143623_657877,2026-08-06T14:46:37.482,193,100,line_walk,前后移动,前进,1.0,m,97,success,,3.174189,24,4.044653,1.558694,2.189492,-174.00452,3.520017,1.510539,2.16497,-178.391933,-0.524636,-0.048155,-0.024522,1.0,0.526796,-0.473204,0.473204,-0.006906,-0.024522,-4.387413,,,,,0.526841
20260806_143623_657877,2026-08-06T14:46:40.656,194,100,line_walk,前后移动,后退,1.0,m,97,success,,3.171631,25,3.520212,1.510542,2.164959,-178.391127,4.198768,1.552426,2.19628,179.260091,0.678555,0.041885,0.031321,1.0,0.679464,-0.320536,0.320536,0.022817,0.031321,-2.348783,,,,,0.679847
20260806_143623_657877,2026-08-06T14:46:43.836,195,100,line_walk,前后移动,前进,1.0,m,98,success,,3.175853,24,4.198747,1.552403,2.196285,179.257085,3.658095,1.586864,2.191264,175.641224,-0.540652,0.034461,-0.005021,1.0,0.541054,-0.458946,0.458946,-0.027448,-0.005021,-3.615861,,,,,0.541749
20260806_143623_657877,2026-08-06T14:46:46.995,196,100,line_walk,前后移动,后退,1.0,m,98,success,,3.15722,23,3.658166,1.586849,2.191263,175.638028,4.339327,1.554318,2.226533,172.580411,0.681161,-0.032531,0.03527,1.0,0.681662,-0.318338,0.318338,0.01937,0.03527,-3.057616,,,,,0.681938
20260806_143623_657877,2026-08-06T14:46:50.176,197,100,line_walk,前后移动,前进,1.0,m,99,success,,3.177647,23,4.339231,1.554334,2.226587,172.579332,3.749362,1.633283,2.204194,171.584898,-0.589869,0.078949,-0.022393,1.0,0.595125,-0.404875,0.404875,-0.002104,-0.022393,-0.994435,,,,,0.595129
20260806_143623_657877,2026-08-06T14:46:53.345,198,100,line_walk,前后移动,后退,1.0,m,99,success,,3.162455,26,3.749362,1.633274,2.204195,171.588996,4.446286,1.545008,2.23626,168.353535,0.696924,-0.088265,0.032065,1.0,0.702339,-0.297661,0.297661,0.014625,0.032065,-3.235461,,,,,0.702491
20260806_143623_657877,2026-08-06T14:46:56.519,199,100,line_walk,前后移动,前进,1.0,m,100,success,,3.17124,30,4.44634,1.545003,2.236252,168.353754,3.872499,1.664826,2.230883,165.900446,-0.573841,0.119822,-0.005369,1.0,0.586215,-0.413785,0.413785,-0.001515,-0.005369,-2.453308,,,,,0.586217
20260806_143623_657877,2026-08-06T14:46:59.701,200,100,line_walk,前后移动,后退,1.0,m,100,success,,3.178749,23,3.872599,1.664835,2.230887,165.89408,4.559795,1.509606,2.263593,162.322915,0.687196,-0.155229,0.032706,1.0,0.704307,-0.295693,0.295693,0.016932,0.032706,-3.571164,,,,,0.70451
20260806_143623_657877,2026-08-06T14:47:03.797,201,100,line_walk,前后移动,前进,2.0,m,1,success,,4.09382,30,4.559763,1.509616,2.263626,162.320361,3.751685,1.797506,2.23308,161.014852,-0.808078,0.287889,-0.030546,2.0,0.857342,-1.142658,1.142658,-0.028883,-0.030546,-1.305509,,,,,0.857828
20260806_143623_657877,2026-08-06T14:47:07.892,202,100,line_walk,前后移动,后退,2.0,m,1,success,,4.092192,31,3.751716,1.797475,2.233078,161.022065,4.741665,1.442087,2.297027,155.841763,0.98995,-0.355388,0.063949,2.0,1.051713,-0.948287,0.948287,-0.014135,0.063949,-5.180302,,,,,1.051808
20260806_143623_657877,2026-08-06T14:47:12.016,203,100,line_walk,前后移动,前进,2.0,m,2,success,,4.116804,32,4.741519,1.442237,2.297104,155.83873,3.98783,1.828574,2.27536,151.365475,-0.753689,0.386337,-0.021744,2.0,0.845794,-1.154206,1.154206,-0.044003,-0.021744,-4.473255,,,,,0.846938
20260806_143623_657877,2026-08-06T14:47:16.178,204,100,line_walk,前后移动,后退,2.0,m,2,success,,4.159862,36,3.987916,1.828555,2.275359,151.362033,4.895773,1.332542,2.329384,146.619245,0.907858,-0.496013,0.054024,2.0,1.034522,-0.965478,0.965478,-0.000222,0.054024,-4.742788,,,,,1.034522
20260806_143623_657877,2026-08-06T14:47:20.297,205,100,line_walk,前后移动,前进,2.0,m,3,success,,4.116145,30,4.895678,1.332618,2.329464,146.60818,4.223896,1.830966,2.303344,147.080201,-0.671782,0.498348,-0.02612,2.0,0.83516,-1.16484,1.16484,-0.046361,-0.02612,0.472021,,,,,0.836445
20260806_143623_657877,2026-08-06T14:47:24.485,206,100,line_walk,前后移动,后退,2.0,m,3,success,,4.185149,31,4.223967,1.830932,2.303336,147.120567,5.108014,1.262049,2.367365,143.06506,0.884047,-0.568883,0.064028,2.0,1.051267,-0.948733,0.948733,0.002169,0.064028,-4.055507,,,,,1.051269
20260806_143623_657877,2026-08-06T14:47:28.584,207,100,line_walk,前后移动,前进,2.0,m,4,success,,4.097413,30,5.107976,1.262162,2.367388,143.059104,4.455686,1.779516,2.339836,139.258118,-0.652291,0.517354,-0.027553,2.0,0.832272,-1.167728,1.167728,-0.021478,-0.027553,-3.800987,,,,,0.83255
20260806_143623_657877,2026-08-06T14:47:32.682,208,100,line_walk,前后移动,后退,2.0,m,4,success,,4.093745,30,4.45578,1.779355,2.339852,139.262639,5.274578,1.097776,2.380815,136.227044,0.818798,-0.681579,0.040963,2.0,1.065204,-0.934796,0.934796,0.017903,0.040963,-3.035596,,,,,1.065355
20260806_143623_657877,2026-08-06T14:47:36.978,209,100,line_walk,前后移动,前进,2.0,m,5,success,,4.293056,32,5.274539,1.097823,2.38082,136.227659,4.646272,1.719261,2.368943,134.09776,-0.628267,0.621438,-0.011876,2.0,0.883575,-1.116425,1.116425,-0.014105,-0.011876,-2.129899,,,,,0.883688
20260806_143623_657877,2026-08-06T14:47:41.176,210,100,line_walk,前后移动,后退,2.0,m,5,success,,4.195363,29,4.646172,1.719173,2.368953,134.103156,5.365623,0.972927,2.425129,129.171568,0.719451,-0.746245,0.056176,2.0,1.036573,-0.963427,0.963427,-0.002722,0.056176,-4.931588,,,,,1.036577
20260806_143623_657877,2026-08-06T14:47:45.369,211,100,line_walk,前后移动,前进,2.0,m,6,success,,4.189725,30,5.365531,0.97309,2.425204,129.172906,4.829087,1.665502,2.395183,126.491921,-0.536444,0.692412,-0.03002,2.0,0.87564,-1.12436,1.12436,-0.021497,-0.03002,-2.680986,,,,,0.875903
20260806_143623_657877,2026-08-06T14:47:49.571,212,100,line_walk,前后移动,后退,2.0,m,6,success,,4.199485,32,4.829111,1.665507,2.3952,126.497398,5.473162,0.819513,2.445056,123.062455,0.644051,-0.845994,0.049856,2.0,1.063153,-0.936847,0.936847,0.014557,0.049856,-3.434943,,,,,1.063253
20260806_143623_657877,2026-08-06T14:47:53.759,213,100,line_walk,前后移动,前进,2.0,m,7,success,,4.185824,31,5.47316,0.819465,2.445056,123.063275,5.004119,1.563481,2.425904,120.455563,-0.469041,0.744016,-0.019152,2.0,0.879428,-1.120572,1.120572,-0.01282,-0.019152,-2.607712,,,,,0.879522
20260806_143623_657877,2026-08-06T14:47:58.069,214,100,line_walk,前后移动,后退,2.0,m,7,success,,4.307244,33,5.004231,1.563381,2.425907,120.45126,5.528431,0.683334,2.478962,115.90551,0.524199,-0.880046,0.053056,2.0,1.02432,-0.97568,0.97568,0.00588,0.053056,-4.54575,,,,,1.024337
20260806_143623_657877,2026-08-06T14:48:02.280,215,100,line_walk,前后移动,前进,2.0,m,8,success,,4.20568,30,5.528399,0.683528,2.479075,115.903638,5.19719,1.462939,2.447592,112.435712,-0.331209,0.77941,-0.031484,2.0,0.845795,-1.154205,1.154205,-0.04256,-0.031484,-3.467926,,,,,0.846865
20260806_143623_657877,2026-08-06T14:48:06.462,216,100,line_walk,前后移动,后退,2.0,m,8,success,,4.175999,36,5.197261,1.462774,2.447668,112.440534,5.611267,0.465622,2.491992,107.43098,0.414006,-0.997153,0.044325,2.0,1.07968,-0.92032,0.92032,0.002018,0.044325,-5.009554,,,,,1.079682
20260806_143623_657877,2026-08-06T14:48:10.579,217,100,line_walk,前后移动,前进,2.0,m,9,success,,4.11397,30,5.61126,0.465627,2.492002,107.434238,5.368231,1.312843,2.477023,105.122437,-0.24303,0.847216,-0.014978,2.0,0.881111,-1.118889,1.118889,-0.02197,-0.014978,-2.3118,,,,,0.881385
20260806_143623_657877,2026-08-06T14:48:14.677,218,100,line_walk,前后移动,后退,2.0,m,9,success,,4.09586,33,5.368255,1.312764,2.477006,105.124869,5.643651,0.334464,2.537108,100.281691,0.275396,-0.9783,0.060102,2.0,1.016268,-0.983732,0.983732,0.010595,0.060102,-4.843178,,,,,1.016324
20260806_143623_657877,2026-08-06T14:48:18.867,219,100,line_walk,前后移动,前进,2.0,m,10,success,,4.188057,31,5.643705,0.334539,2.537184,100.282156,5.528312,1.19604,2.499246,97.461376,-0.115394,0.861501,-0.037938,2.0,0.868263,-1.131737,1.131737,-0.040234,-0.037938,-2.820779,,,,,0.869195
20260806_143623_657877,2026-08-06T14:48:23.060,220,100,line_walk,前后移动,后退,2.0,m,10,success,,4.190309,32,5.52839,1.196129,2.499277,97.462674,5.674666,0.14254,2.548137,93.748916,0.146276,-1.053589,0.048861,2.0,1.063663,-0.936337,0.936337,0.008197,0.048861,-3.713758,,,,,1.063695
20260806_143623_657877,2026-08-06T14:48:27.247,221,100,line_walk,前后移动,前进,2.0,m,11,success,,4.183814,32,5.674674,0.142672,2.548202,93.746703,5.637312,1.026029,2.532001,91.40642,-0.037362,0.883357,-0.016201,2.0,0.88391,-1.11609,1.11609,-0.020442,-0.016201,-2.340282,,,,,0.884147
20260806_143623_657877,2026-08-06T14:48:31.454,222,100,line_walk,前后移动,后退,2.0,m,11,success,,4.203952,32,5.637322,1.025903,2.532002,91.407069,5.666201,-0.025746,2.60039,86.309802,0.028879,-1.051649,0.068388,2.0,1.052041,-0.947959,0.947959,0.003047,0.068388,-5.097268,,,,,1.052045
20260806_143623_657877,2026-08-06T14:48:35.651,223,100,line_walk,前后移动,前进,2.0,m,12,success,,4.194397,32,5.666187,-0.025647,2.600436,86.309952,5.743548,0.847432,2.557145,84.827548,0.077362,0.873079,-0.043291,2.0,0.876247,-1.123753,1.123753,-0.021011,-0.043291,-1.482404,,,,,0.876499
20260806_143623_657877,2026-08-06T14:48:39.854,224,100,line_walk,前后移动,后退,2.0,m,12,success,,4.202109,33,5.743533,0.84736,2.557167,84.8336,5.644728,-0.194263,2.62855,80.176688,-0.098804,-1.041624,0.071383,2.0,1.046289,-0.953711,0.953711,-0.004606,0.071383,-4.656912,,,,,1.046299
20260806_143623_657877,2026-08-06T14:48:44.148,225,100,line_walk,前后移动,前进,2.0,m,13,success,,4.292289,33,5.644693,-0.194121,2.628602,80.177221,5.813633,0.601549,2.59174,75.024444,0.16894,0.79567,-0.036861,2.0,0.812827,-1.187173,1.187173,-0.030721,-0.036861,-5.152777,,,,,0.813407
20260806_143623_657877,2026-08-06T14:48:48.289,226,100,line_walk,前后移动,后退,2.0,m,13,success,,4.137964,32,5.813601,0.601471,2.591735,75.023624,5.568995,-0.401318,2.654935,72.076486,-0.244605,-1.002789,0.063199,2.0,1.031937,-0.968063,0.968063,0.022845,0.063199,-2.947138,,,,,1.03219
20260806_143623_657877,2026-08-06T14:48:52.390,227,100,line_walk,前后移动,前进,2.0,m,14,success,,4.098105,30,5.569013,-0.401289,2.654967,72.074267,5.857415,0.4025,2.620232,73.19952,0.288402,0.803789,-0.034735,2.0,0.853535,-1.146465,1.146465,-0.027008,-0.034735,1.125253,,,,,0.853963
20260806_143623_657877,2026-08-06T14:48:56.537,228,100,line_walk,前后移动,后退,2.0,m,14,success,,4.144389,30,5.857419,0.402428,2.620246,73.221137,5.552396,-0.579433,2.694828,68.924129,-0.305023,-0.981862,0.074582,2.0,1.028114,-0.971886,0.971886,-0.008595,0.074582,-4.297009,,,,,1.02815
20260806_143623_657877,2026-08-06T14:49:00.741,229,100,line_walk,前后移动,前进,2.0,m,15,success,,4.197009,31,5.552534,-0.579293,2.694927,68.925426,5.880048,0.205539,2.649655,66.298604,0.327514,0.784832,-0.045272,2.0,0.850106,-1.149894,1.149894,-0.023396,-0.045272,-2.626822,,,,,0.850427
20260806_143623_657877,2026-08-06T14:49:04.940,230,100,line_walk,前后移动,后退,2.0,m,15,success,,4.197232,29,5.880009,0.205463,2.649648,66.301773,5.485851,-0.751664,2.722763,63.783742,-0.394158,-0.957127,0.073114,2.0,1.034837,-0.965163,0.965163,0.023767,0.073114,-2.518031,,,,,1.03511
20260806_143623_657877,2026-08-06T14:49:09.236,231,100,line_walk,前后移动,前进,2.0,m,16,success,,4.294141,32,5.485881,-0.75155,2.722806,63.78922,5.879494,-0.005627,2.6862,60.916832,0.393613,0.745923,-0.036606,2.0,0.843072,-1.156928,1.156928,-0.023685,-0.036606,-2.872388,,,,,0.843405
20260806_143623_657877,2026-08-06T14:49:13.387,232,100,line_walk,前后移动,后退,2.0,m,16,success,,4.146773,31,5.879515,-0.005667,2.686198,60.915903,5.390858,-0.939516,2.755362,58.686515,-0.488657,-0.933849,0.069164,2.0,1.05363,-0.94637,0.94637,0.026897,0.069164,-2.229387,,,,,1.053973
20260806_143623_657877,2026-08-06T14:49:17.533,233,100,line_walk,前后移动,前进,2.0,m,17,success,,4.141718,30,5.390924,-0.939439,2.755403,58.68767,5.851991,-0.228971,2.71998,55.41689,0.461067,0.710468,-0.035423,2.0,0.846604,-1.153396,1.153396,-0.024679,-0.035423,-3.27078,,,,,0.846964
20260806_143623_657877,2026-08-06T14:49:21.740,234,100,line_walk,前后移动,后退,2.0,m,17,success,,4.204269,31,5.851927,-0.229046,2.719985,55.42091,5.294111,-1.073953,2.781859,51.5825,-0.557816,-0.844907,0.061874,2.0,1.012233,-0.987767,0.987767,0.020247,0.061874,-3.838409,,,,,1.012436
20260806_143623_657877,2026-08-06T14:49:25.936,235,100,line_walk,前后移动,前进,2.0,m,18,success,,4.194863,32,5.29413,-1.073918,2.781897,51.584116,5.861448,-0.410142,2.740591,49.39352,0.567318,0.663776,-0.041306,2.0,0.872594,-1.127406,1.127406,-0.032059,-0.041306,-2.190595,,,,,0.873183
20260806_143623_657877,2026-08-06T14:49:30.156,236,100,line_walk,前后移动,后退,2.0,m,18,success,,4.216572,35,5.861399,-0.410188,2.740596,49.392998,5.187105,-1.220216,2.796547,44.935886,-0.674294,-0.810028,0.055951,2.0,1.053843,-0.946157,0.946157,0.015302,0.055951,-4.457112,,,,,1.053954
20260806_143623_657877,2026-08-06T14:49:34.305,237,100,line_walk,前后移动,前进,2.0,m,19,success,,4.145801,38,5.187072,-1.220276,2.796526,44.938588,5.822487,-0.607956,2.773525,43.640015,0.635415,0.61232,-0.023001,2.0,0.882299,-1.117701,1.117701,-0.015385,-0.023001,-1.298573,,,,,0.882433
20260806_143623_657877,2026-08-06T14:49:38.520,238,100,line_walk,前后移动,后退,2.0,m,19,success,,4.212076,38,5.822474,-0.608059,2.773513,43.644574,5.07016,-1.339526,2.824593,39.160616,-0.752313,-0.731467,0.05108,2.0,1.049246,-0.950754,0.950754,0.010082,0.05108,-4.483958,,,,,1.049295
20260806_143623_657877,2026-08-06T14:49:42.834,239,100,line_walk,前后移动,前进,2.0,m,20,success,,4.311362,32,5.070211,-1.339805,2.824565,39.160367,5.761527,-0.805893,2.805712,34.234739,0.691316,0.533912,-0.018852,2.0,0.873195,-1.126805,1.126805,-0.022575,-0.018852,-4.925628,,,,,0.873487
